hogar,codigo_sexo,sexo,edad,dia_laborable,trabajo_pago,trabajo_domestico_no_pago,voluntariados,estudio_educacion,recreacion,aplicaciones,tareas_cuidados,cuidado_personal,trabajo_pago2,trabajo_domestico_no_pago2,voluntariados2,estudio_educacion2,recreacion2,aplicaciones2,tareas_cuidados2,cuidado_personal2,dia_tipico,rango_etario,Codigo_nivel_educativo,nivel_educativo,relacion_parentesco_jefe,tipo_hogar,quintil_ingreso,estado_ocupacional,total_trabajopago,total_trabajonopago,intervalo_horasnopagas,intervalo_horaspagas,rango_etario_codigo,intervalo_horasnopagas_codigo,intervalo_horaspagas_codigo,dia_laborable_codigo
600_1,1,Mujer,32,Día laborable,8.7,3.4,0,0,2.5,1,0,9.4,8.7,3.4,0,0,2,1,0,8.9,Día atípico,25-39,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,17.4,6.8,5-9,15-19,2,3,5,1
601_1,1,Mujer,32,Día laborable,10.3,1,0,0,1.5,2,0,9.8,10,1,0,0,1.5,2,0,9.5,Día atípico,25-39,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,20.3,2,1-4,20-24,2,2,6,1
602_1,2,Varon,32,Día laborable,8,0.5,0,0,1.5,3,0,11,8,0.5,0,0,1.5,3,0,11,Día atípico,25-39,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,16,1,0,15-19,2,1,5,1
603_1,2,Varon,32,Día laborable,8.8,0,0,0,3,1.8,0,11,8.8,0,0,0,2.8,1.8,0,10.8,Día atípico,25-39,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,17.6,0,0,15-19,2,1,5,1
604_1,1,Mujer,32,Día laborable,7.8,0.3,0,0,3.3,0,3,12.7,7.8,0.3,0,0,2.3,0,2,11.7,Día atípico,25-39,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,15.6,0.6,0,15-19,2,1,5,1
605_1,1,Mujer,32,Día laborable,13.5,3,0,0,0,0,15,6,8.8,2,0,0,0,0,8.3,5,Día atípico,25-39,1,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Ocupado,22.3,5,1-4,20-24,2,2,6,1
606_1,2,Varon,32,Día no laborable,0,5.5,0,0,11,2,7,13.5,0,2.7,0,0,5,2,3,11.3,Día atípico,25-39,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,8.2,5-9,0,2,3,1,2
607_1,2,Varon,32,Día laborable,8.3,1.2,0,0,1,1,3.8,9.8,8.3,1.2,0,0,0.5,1,3.8,9.3,Día atípico,25-39,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,16.6,2.4,1-4,15-19,2,2,5,1
608_1,1,Mujer,32,Día laborable,9.3,0.3,0,0,3.9,0.7,0.6,9.8,9.3,0.3,0,0,3.6,0.7,0.6,9.5,Día atípico,25-39,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,18.6,0.6,0,15-19,2,1,5,1
609_1,1,Mujer,32,Día no laborable,0,0.2,0,4,8,0,0,13.3,0,0.1,0,3.8,7.5,0,0,12.7,Día atípico,25-39,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,0.3,0,0,2,1,1,2
610_1,2,Varon,32,Día laborable,5.8,3.8,0,0,7.7,0.3,0,8.3,5.8,3.8,0,0,6.8,0.3,0,7.4,Día atípico,25-39,1,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,11.6,7.6,5-9,10-14,2,3,4,1
611_1,2,Varon,32,Día laborable,12.1,1.3,0,0,3.8,0.7,0,8.8,12.1,0.8,0,0,2.5,0.7,0,8.1,Día atípico,25-39,1,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,24.2,2.1,1-4,20-24,2,2,6,1
612_1,2,Varon,32,Día laborable,7,2.8,0,0,0,3.7,0,10.6,7,2.8,0,0,0,3.7,0,10.6,Día atípico,25-39,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,14,5.6,5-9,10-14,2,3,4,1
613_1,2,Varon,32,Día no laborable,0,0,0,0,10.5,2.3,0,13.3,0,0,0,0,9.5,2.3,0,12.3,Día atípico,25-39,1,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,0,0,0,2,1,1,2
614_1,2,Varon,32,Día no laborable,1,1.5,0,0,6.5,3.5,0,18,1,1.5,0,0,3.3,3.5,0,14.8,Día atípico,25-39,1,Secundario completo/Superior incompleto,Conyugue o pareja,Otro,5to quintil,Ocupado,2,3,1-4,1-4,2,2,2,2
615_1,1,Mujer,32,Día laborable,10.8,1.3,0,0,4.3,0.5,0,9.2,10.8,0.8,0,0,3.3,0.5,0,8.7,Día atípico,25-39,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,21.6,2.1,1-4,20-24,2,2,6,1
616_1,2,Varon,33,Día no laborable,0,3,0,0,5.7,2,0,15.2,0,3,0,0,4.8,2,0,14.3,Día atípico,25-39,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,6,5-9,0,2,3,1,2
617_1,2,Varon,33,Día laborable,9.5,2.5,0,0,0,2,0,10,9.5,2.5,0,0,0,2,0,10,Día atípico,25-39,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,19,5,1-4,15-19,2,2,5,1
618_1,1,Mujer,33,Día no laborable,0,1.5,0,2,9,2,10,16.5,0,0.5,0,1,3.5,2,4,13,Día atípico,25-39,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,2,1-4,0,2,2,1,2
619_1,1,Mujer,33,Día no laborable,0,2.5,0,7.5,7,0,2.2,11.8,0,1.6,0,7.5,3.5,0,1.6,9.8,Día atípico,25-39,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,4.1,1-4,0,2,2,1,2
620_1,2,Varon,33,Día laborable,16.2,0,0,0,0.5,0,0,7.8,16.2,0,0,0,0.3,0,0,7.6,Día atípico,25-39,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,32.4,0,0,30-45,2,1,8,1
621_1,1,Mujer,33,Día laborable,10,1,0,0,3.4,0.5,0,12.3,10,0.5,0,0,2.1,0.5,0,10.9,Día atípico,25-39,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,20,1.5,1-4,15-19,2,2,5,1
622_1,1,Mujer,33,Día no laborable,0,6,0,0,10.3,0,5.3,11.7,0,3.1,0,0,6.8,0,4.3,9.9,Día atípico,25-39,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,9.1,5-9,0,2,3,1,2
623_1,1,Mujer,33,Día laborable,10.5,9.4,0,0,0.3,0,1.5,9.9,10.2,3.8,0,0,0.2,0,0.8,9.1,Día atípico,25-39,1,Secundario incompleto,Jefe,Otro,5to quintil,Ocupado,20.7,13.2,10-14,20-24,2,4,6,1
624_1,2,Varon,33,Día no laborable,0,2.7,0,0,5.6,1.8,0,14.5,0,2.7,0,0,5.3,1.8,0,14.3,Día atípico,25-39,1,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado,0,5.4,5-9,0,2,3,1,2
625_1,2,Varon,33,Día no laborable,0,3.4,0,0,0.7,5,9,9.5,0,2.3,0,0,0.2,5,7.4,9.1,Día atípico,25-39,1,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo,0,5.7,5-9,0,2,3,1,2
626_1,2,Varon,33,Día no laborable,0,0.7,0,0,8,2.7,0,14.2,0,0.7,0,0,7.3,2.7,0,13.4,Día atípico,25-39,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,1.4,1-4,0,2,2,1,2
627_1,1,Mujer,33,Día laborable,8,4.4,0,0,1.3,1.3,0,10.3,8,4.3,0,0,0.7,1.3,0,9.8,Día atípico,25-39,1,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,16,8.7,5-9,15-19,2,3,5,1
628_1,2,Varon,33,Día laborable,10.4,0.8,0,0,3.5,0,0,9.3,10.4,0.8,0,0,3.5,0,0,9.3,Día atípico,25-39,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,20.8,1.6,1-4,20-24,2,2,6,1
629_1,2,Varon,33,Día laborable,7.8,0,0,0,6,0.3,0,11.3,7.8,0,0,0,5.3,0.3,0,10.6,Día atípico,25-39,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,15.6,0,0,15-19,2,1,5,1
630_1,1,Mujer,33,Día no laborable,0,5,0,0,3.7,1.5,0,15.8,0,4.6,0,0,2.7,1.5,0,15.3,Día atípico,25-39,4,Superior completo,Jefe,Otro,5to quintil,Ocupado,0,9.6,5-9,0,2,3,1,2
631_1,1,Mujer,33,Día laborable,10.6,1.8,0,0,0,2,0,9.7,10.6,1.8,0,0,0,2,0,9.7,Día atípico,25-39,3,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,21.2,3.6,1-4,20-24,2,2,6,1
632_1,1,Mujer,33,Día no laborable,0,3.1,0,0.5,6,1,2.5,10.9,0,3.1,0,0.5,6,1,2.5,10.9,Día atípico,25-39,1,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,6.2,5-9,0,2,3,1,2
633_1,1,Mujer,33,Día laborable,1.8,2.1,4.5,0,2.6,2.8,4.1,9.6,1.8,2,3.4,0,1.8,2.8,3.5,8.8,Día atípico,25-39,3,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,3.6,4.1,1-4,1-4,2,2,2,1
634_1,1,Mujer,33,Día no laborable,0,0.6,1,0,13,0,0,13.4,0,0.6,0.5,0,11,0,0,11.9,Día atípico,25-39,3,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,1.2,1-4,0,2,2,1,2
635_1,2,Varon,33,Día laborable,8.5,1.7,0,0,4,0,0,10.3,8.5,1.7,0,0,3.8,0,0,10.1,Día atípico,25-39,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,17,3.4,1-4,15-19,2,2,5,1
636_1,1,Mujer,33,Día laborable,11.5,2,0,0,0,1,0.8,9.8,11,2,0,0,0,1,0.8,9.3,Día atípico,25-39,3,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,22.5,4,1-4,20-24,2,2,6,1
637_1,1,Mujer,33,Día laborable,10.3,0.5,0,0,0.3,2,0,11.3,10.3,0.5,0,0,0.1,2,0,11.1,Día atípico,25-39,1,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,20.6,1,0,20-24,2,1,6,1
638_1,1,Mujer,33,Día laborable,12,2.7,0,0,0,1.5,0,8.3,11.8,2.7,0,0,0,1.5,0,8.1,Día atípico,25-39,1,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,23.8,5.4,5-9,20-24,2,3,6,1
639_1,1,Mujer,33,Día laborable,9.5,2,0,0,0,0,4,11,9,2,0,0,0,0,3.3,9.8,Día atípico,25-39,1,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,18.5,4,1-4,15-19,2,2,5,1
640_1,1,Mujer,33,Día no laborable,0,1.8,0,0,13,1,0,14.3,0,1.8,0,0,10,1,0,11.3,Día atípico,25-39,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,3.6,1-4,0,2,2,1,2
641_1,2,Varon,33,Día laborable,9.3,1,0,0,1,2,0,11.7,9.3,1,0,0,0.5,2,0,11.2,Día atípico,25-39,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,18.6,2,1-4,15-19,2,2,5,1
642_1,2,Varon,33,Día laborable,9.3,0,0,0,3.8,0,1.7,10.3,9.3,0,0,0,3.3,0,1.7,9.8,Día atípico,25-39,3,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,18.6,0,0,15-19,2,1,5,1
643_1,1,Mujer,33,Día no laborable,0,2.5,0,0,9.5,2,12.5,17,0,0.9,0,0,3.4,2,5.9,11.9,Día atípico,25-39,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,3.4,1-4,0,2,2,1,2
644_1,1,Mujer,33,Día laborable,5.9,0.2,0,0,8.5,1.3,0,9.5,5.9,0.2,0,0,7.8,1.3,0,8.8,Día atípico,25-39,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,11.8,0.4,0,10-14,2,1,4,1
645_1,1,Mujer,33,Día laborable,9,1.8,0,0,1.5,1,0,10.8,9,1.8,0,0,1.5,1,0,10.8,Día atípico,25-39,1,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,18,3.6,1-4,15-19,2,2,5,1
646_1,2,Varon,33,Día laborable,9,1.3,0,0,1,0,0,13.7,9,1.3,0,0,0.5,0,0,13.2,Día atípico,25-39,1,Superior completo,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado,18,2.6,1-4,15-19,2,2,5,1
647_1,1,Mujer,33,Día laborable,12.5,4.3,0,0,0.8,0,2.7,7.7,12.5,2.9,0,0,0.4,0,1.4,6.9,Día atípico,25-39,4,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,25,7.2,5-9,20-24,2,3,6,1
648_1,1,Mujer,33,Día no laborable,0,0,0,0,10.5,0,0,13.5,0,0,0,0,10.5,0,0,13.5,Día atípico,25-39,1,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,0,0,0,2,1,1,2
649_1,2,Varon,33,Día no laborable,0,6,0,0,2,1,0,16.5,0,5,0,0,2,1,0,16,Día atípico,25-39,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,11,10-14,0,2,4,1,2
650_1,1,Mujer,33,Día laborable,7,5.8,0,0,0.5,1.5,10.8,7.2,3.5,5.1,0,0,0.2,1.5,6.9,6.8,Día atípico,25-39,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,10.5,10.9,10-14,10-14,2,4,4,1
651_1,1,Mujer,33,Día laborable,10.4,0,0,0,0.5,0.5,2.8,10.3,10.2,0,0,0,0.5,0.5,2.8,10,Día atípico,25-39,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,20.6,0,0,20-24,2,1,6,1
652_1,1,Mujer,33,Día laborable,8.2,0,0,0,3.1,0,0,12.8,8.2,0,0,0,3.1,0,0,12.8,Día atípico,25-39,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,16.4,0,0,15-19,2,1,5,1
653_1,2,Varon,33,Día laborable,12.3,0,0,0,3,0,0.5,10.8,12.2,0,0,0,1.8,0,0.3,9.7,Día atípico,25-39,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,24.5,0,0,20-24,2,1,6,1
654_1,1,Mujer,33,Día laborable,9.4,0,0,0,6.6,0,0,10.3,9.3,0,0,0,5.6,0,0,9.1,Día atípico,25-39,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,18.7,0,0,15-19,2,1,5,1
655_1,1,Mujer,33,Día laborable,8.1,6.6,0,0,1.9,0.5,0,11.7,8.1,3.2,0,0,1.2,0.5,0,11,Día atípico,25-39,1,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,16.2,9.8,5-9,15-19,2,3,5,1
656_1,1,Mujer,33,Día laborable,8.6,0.8,0,0,4,1,0,11.1,8.6,0.6,0,0,3.3,1,0,10.6,Día atípico,25-39,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,17.2,1.4,1-4,15-19,2,2,5,1
657_1,2,Varon,33,Día laborable,10.7,1.3,0,0,2.5,1,0,11,10.7,1.3,0,0,1.3,1,0,9.8,Día atípico,25-39,4,Superior completo,Jefe,Otro,5to quintil,Ocupado,21.4,2.6,1-4,20-24,2,2,6,1
658_1,2,Varon,33,Día laborable,13.7,1.5,0,0,2.4,0.3,0,8.5,13.7,1.5,0,0,1.2,0.3,0,7.3,Día atípico,25-39,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,27.4,3,1-4,25-29,2,2,7,1
659_1,1,Mujer,33,Día no laborable,0,5,0,0,3.7,2,3.2,16.4,0,3.3,0,0,1.8,2,2.1,14.8,Día atípico,25-39,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,8.3,5-9,0,2,3,1,2
660_1,1,Mujer,33,Día no laborable,0,7.3,0,0,1.6,0,0,16.7,0,7.3,0,0,0.8,0,0,15.9,Día atípico,25-39,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,14.6,10-14,0,2,4,1,2
661_1,1,Mujer,34,Día no laborable,0,3.3,0,0,4.2,0.5,4.3,12.7,0,3.3,0,0,3.7,0.5,4.3,12.2,Día atípico,25-39,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,6.6,5-9,0,2,3,1,2
662_1,1,Mujer,34,Día laborable,8.6,3.7,0,0,5,0,0,10.8,8.6,2.9,0,0,3,0,0,9.5,Día atípico,25-39,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,17.2,6.6,5-9,15-19,2,3,5,1
663_1,1,Mujer,34,Día laborable,7.5,0.2,0,9.5,0.3,0,0,7.1,7.3,0.2,0,9.5,0.3,0,0,6.8,Día atípico,25-39,1,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado,14.8,0.4,0,10-14,2,1,4,1
664_1,2,Varon,34,Día laborable,8.3,1.2,0,0,1.5,0.3,3,11.7,8.3,1.2,0,0,0.8,0.3,2.8,10.7,Día atípico,25-39,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,16.6,2.4,1-4,15-19,2,2,5,1
665_1,1,Mujer,34,Día no laborable,0.8,3.7,0,0,6,4.2,0,9.3,0.8,3.7,0,0,6,4.2,0,9.3,Día atípico,25-39,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,1.6,7.4,5-9,1-4,2,3,2,2
666_1,1,Mujer,34,Día no laborable,0,0.7,0,11.8,1,1,0,9.6,0,0.7,0,11.8,1,1,0,9.6,Día atípico,25-39,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,1.4,1-4,0,2,2,1,2
667_1,1,Mujer,34,Día no laborable,0,6.3,0,0,1.7,0,13.9,15.5,0,3.1,0,0,0.8,0,7.5,12.6,Día atípico,25-39,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,9.4,5-9,0,2,3,1,2
668_1,1,Mujer,34,Día no laborable,0,5.7,0,0,3.8,0,13.2,10.4,0,3.3,0,0,2.3,0,9.6,8.8,Día atípico,25-39,1,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Inactivo,0,9,5-9,0,2,3,1,2
669_1,1,Mujer,34,Día laborable,3,5.3,0,0,0,1.5,2,12.2,3,5.3,0,0,0,1.5,2,12.2,Día atípico,25-39,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,6,10.6,10-14,5-9,2,4,3,1
670_1,1,Mujer,34,Día laborable,9.8,0,0,0,1.5,2.4,3.3,9.1,9.8,0,0,0,0.7,2.4,2.6,8.6,Día atípico,25-39,1,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Ocupado,19.6,0,0,15-19,2,1,5,1
671_1,2,Varon,34,Día no laborable,0,0.8,0,0,32.5,0,1.8,7.6,0,0.4,0,0,15.9,0,1.2,6.6,Día atípico,25-39,4,Secundario incompleto,Jefe,Otro,5to quintil,Ocupado,0,1.2,1-4,0,2,2,1,2
672_1,2,Varon,34,Día laborable,9.6,1.2,0,0,0.8,3.3,1.1,8.9,9.6,1.2,0,0,0.4,3.3,1.1,8.6,Día atípico,25-39,1,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,19.2,2.4,1-4,15-19,2,2,5,1
673_1,2,Varon,34,Día laborable,7.8,3.7,0,0,2.7,0,3.1,8.4,7.8,2.2,0,0,2.6,0,3.1,8.4,Día atípico,25-39,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,15.6,5.9,5-9,15-19,2,3,5,1
674_1,1,Mujer,34,Día laborable,9.7,2,0,0,1,4.4,0,7.9,9.7,2,0,0,0.5,4.4,0,7.4,Día atípico,25-39,1,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,19.4,4,1-4,15-19,2,2,5,1
675_1,1,Mujer,34,Día laborable,0,6.4,0,0,0.5,6,0,12.1,0,6.2,0,0,0.3,6,0,11.6,Día atípico,25-39,1,Superior completo,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado,0,12.6,10-14,0,2,4,1,1
676_1,1,Mujer,34,Día no laborable,1,3.2,0,0,3.3,2,3,12.8,1,3.2,0,0,2.7,2,3,12.2,Día atípico,25-39,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,2,6.4,5-9,1-4,2,3,2,2
677_1,1,Mujer,34,Día laborable,10,0,0,0,3.5,1,2,10,10,0,0,0,2.4,1,0.9,9.7,Día atípico,25-39,1,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,20,0,0,15-19,2,1,5,1
678_1,1,Mujer,34,Día no laborable,0,8.2,0,0,2.8,4.8,0,11.3,0,7.3,0,0,1.8,4.8,0,10,Día atípico,25-39,1,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,15.5,15-19,0,2,5,1,2
679_1,2,Varon,34,Día no laborable,0,1,0,0,11,0,16.3,10.5,0,0.5,0,0,5.3,0,9.1,9.1,Día atípico,25-39,3,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,0,1.5,1-4,0,2,2,1,2
680_1,2,Varon,34,Día laborable,11.5,1.5,0,0,0,0.8,1.3,8.8,11.5,1.5,0,0,0,0.8,1.3,8.8,Día atípico,25-39,1,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,23,3,1-4,20-24,2,2,6,1
680_2,1,Mujer,80,Día no laborable,3.5,4,0,0,1,3.5,1.5,11,3.5,4,0,0,0.8,3.5,1.5,10.8,Día atípico,65+,1,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,7,8,5-9,5-9,5,3,3,2
681_1,2,Varon,34,Día laborable,6.9,2.3,0,0,3.8,1,0,13.8,6.9,2.3,0,0,1.9,1,0,11.9,Día atípico,25-39,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,13.8,4.6,1-4,10-14,2,2,4,1
682_1,1,Mujer,34,Día no laborable,0,3.5,0,0,6.5,1.5,0,15.5,0,3.5,0,0,5,1.5,0,14,Día atípico,25-39,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,7,5-9,0,2,3,1,2
683_1,2,Varon,34,Día laborable,8.8,5.4,0,0,4,1.6,0,8.1,8.8,2.6,0,0,3,1.6,0,8.1,Día atípico,25-39,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,17.6,8,5-9,15-19,2,3,5,1
684_1,1,Mujer,34,Día laborable,13.9,1,0,0,2.6,0.9,0,8.9,12.9,0.6,0,0,1.5,0.9,0,8.2,Día atípico,25-39,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,26.8,1.6,1-4,25-29,2,2,7,1
685_1,1,Mujer,34,Día laborable,2.4,0.8,0,0,9.2,0,14.3,10.1,2.4,0.3,0,0,4.3,0,8.5,8.5,Día atípico,25-39,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,4.8,1.1,1-4,1-4,2,2,2,1
686_1,2,Varon,34,Día laborable,10.1,1.3,0,0,0,0,0,12.7,10.1,1.3,0,0,0,0,0,12.7,Día atípico,25-39,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,20.2,2.6,1-4,20-24,2,2,6,1
687_1,1,Mujer,34,Día laborable,9.8,0.8,0,0,1,2.7,0,10.8,9.8,0.8,0,0,0.5,2.7,0,10.3,Día atípico,25-39,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,19.6,1.6,1-4,15-19,2,2,5,1
688_1,1,Mujer,34,Día laborable,0,2.7,0,0,2.3,2,12,7.3,0,2.7,0,0,1.2,2,12,6.2,Día atípico,25-39,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,5.4,5-9,0,2,3,1,1
689_1,1,Mujer,34,Día no laborable,0,0,0,0,7.3,0,13.3,12.5,0,0,0,0,3.4,0,9.2,11.4,Día atípico,25-39,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,0,0,0,2,1,1,2
690_1,1,Mujer,34,Día laborable,8,0.8,0,0,1,2,0,12.3,8,0.8,0,0,1,2,0,12.3,Día atípico,25-39,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,16,1.6,1-4,15-19,2,2,5,1
691_1,1,Mujer,34,Día no laborable,0,7,0,0,0,0.5,12,11.5,0,4.3,0,0,0,0.5,8.5,10.8,Día atípico,25-39,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,11.3,10-14,0,2,4,1,2
692_1,1,Mujer,34,Día laborable,5.7,0.3,0,2.3,0,3,0,12.7,5.7,0.3,0,2.3,0,3,0,12.7,Día atípico,25-39,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,11.4,0.6,0,10-14,2,1,4,1
693_1,1,Mujer,35,Día no laborable,0,6.5,0,0,0,0.5,15,12.5,0,2.6,0,0,0,0.5,10.4,10.5,Día atípico,25-39,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,9.1,5-9,0,2,3,1,2
694_1,2,Varon,35,Día no laborable,0,3.2,0,0,5.5,2,0,14.5,0,3.2,0,0,4.9,2,0,13.9,Día atípico,25-39,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,6.4,5-9,0,2,3,1,2
695_1,1,Mujer,35,Día no laborable,0,6,0,0,0.5,3,5.5,12.5,0,4.5,0,0,0.3,3,3.8,12.5,Día atípico,25-39,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,10.5,10-14,0,2,4,1,2
696_1,2,Varon,35,Día laborable,16,0,0,0,0,0,0,8.5,16,0,0,0,0,0,0,8,Día atípico,25-39,1,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,32,0,0,30-45,2,1,8,1
697_1,2,Varon,35,Día laborable,8,0.7,0,2,0,0.5,0,12.8,8,0.7,0,2,0,0.5,0,12.8,Día atípico,25-39,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,16,1.4,1-4,15-19,2,2,5,1
